artist,week,weekly_best_rank,weekly_number_1_appearances,weekly_top_10_appearances,reached_number_1
eminem,2024-05-06/2024-05-12,64,0,0,False
lady gaga,2024-05-06/2024-05-12,125,0,0,False
michael jackson,2024-05-06/2024-05-12,174,0,0,False
rihanna,2024-05-06/2024-05-12,79,0,0,False
taylor swift,2024-05-06/2024-05-12,2,0,112,False
the beatles,2024-05-06/2024-05-12,99,0,0,False
the weeknd,2024-05-06/2024-05-12,9,0,9,False
whitney houston,2024-05-06/2024-05-12,107,0,0,False
adele,2024-05-13/2024-05-19,32,0,0,False
beyonce,2024-05-13/2024-05-19,21,0,0,False
bruno mars,2024-05-13/2024-05-19,32,0,0,False
eminem,2024-05-13/2024-05-19,76,0,0,False
lady gaga,2024-05-13/2024-05-19,129,0,0,False
michael jackson,2024-05-13/2024-05-19,169,0,0,False
rihanna,2024-05-13/2024-05-19,86,0,0,False
taylor swift,2024-05-13/2024-05-19,2,0,76,False
the beatles,2024-05-13/2024-05-19,84,0,0,False
the weeknd,2024-05-13/2024-05-19,9,0,11,False
whitney houston,2024-05-13/2024-05-19,110,0,0,False
adele,2024-05-20/2024-05-26,39,0,0,False
beyonce,2024-05-20/2024-05-26,15,0,0,False
bruno mars,2024-05-20/2024-05-26,36,0,0,False
eminem,2024-05-20/2024-05-26,78,0,0,False
lady gaga,2024-05-20/2024-05-26,95,0,0,False
michael jackson,2024-05-20/2024-05-26,14,0,0,False
rihanna,2024-05-20/2024-05-26,82,0,0,False
taylor swift,2024-05-20/2024-05-26,4,0,18,False
the beatles,2024-05-20/2024-05-26,133,0,0,False
the weeknd,2024-05-20/2024-05-26,8,0,13,False
whitney houston,2024-05-20/2024-05-26,94,0,0,False
adele,2024-05-27/2024-06-02,33,0,0,False
beyonce,2024-05-27/2024-06-02,26,0,0,False
bruno mars,2024-05-27/2024-06-02,37,0,0,False
eminem,2024-05-27/2024-06-02,1,6,66,True
lady gaga,2024-05-27/2024-06-02,65,0,0,False
michael jackson,2024-05-27/2024-06-02,191,0,0,False
rihanna,2024-05-27/2024-06-02,64,0,0,False
taylor swift,2024-05-27/2024-06-02,3,0,8,False
the beatles,2024-05-27/2024-06-02,97,0,0,False
the weeknd,2024-05-27/2024-06-02,7,0,10,False
whitney houston,2024-05-27/2024-06-02,91,0,0,False
adele,2024-06-03/2024-06-09,39,0,0,False
beyonce,2024-06-03/2024-06-09,30,0,0,False
bruno mars,2024-06-03/2024-06-09,35,0,0,False
eminem,2024-06-03/2024-06-09,1,57,205,True
lady gaga,2024-06-03/2024-06-09,63,0,0,False
rihanna,2024-06-03/2024-06-09,73,0,0,False
taylor swift,2024-06-03/2024-06-09,4,0,8,False
the beatles,2024-06-03/2024-06-09,107,0,0,False
the weeknd,2024-06-03/2024-06-09,8,0,9,False
whitney houston,2024-06-03/2024-06-09,117,0,0,False
adele,2024-06-10/2024-06-16,38,0,0,False
beyonce,2024-06-10/2024-06-16,32,0,0,False
bruno mars,2024-06-10/2024-06-16,32,0,0,False
eminem,2024-06-10/2024-06-16,1,17,169,True
lady gaga,2024-06-10/2024-06-16,66,0,0,False
rihanna,2024-06-10/2024-06-16,86,0,0,False
taylor swift,2024-06-10/2024-06-16,5,0,11,False
the beatles,2024-06-10/2024-06-16,110,0,0,False
the weeknd,2024-06-10/2024-06-16,9,0,5,False
whitney houston,2024-06-10/2024-06-16,116,0,0,False
adele,2024-06-17/2024-06-23,38,0,0,False
beyonce,2024-06-17/2024-06-23,30,0,0,False
bruno mars,2024-06-17/2024-06-23,20,0,0,False
eminem,2024-06-17/2024-06-23,1,7,109,True
lady gaga,2024-06-17/2024-06-23,64,0,0,False
michael jackson,2024-06-17/2024-06-23,192,0,0,False
rihanna,2024-06-17/2024-06-23,79,0,0,False
taylor swift,2024-06-17/2024-06-23,8,0,10,False
the beatles,2024-06-17/2024-06-23,89,0,0,False
the weeknd,2024-06-17/2024-06-23,5,0,8,False
whitney houston,2024-06-17/2024-06-23,93,0,0,False
adele,2024-06-24/2024-06-30,36,0,0,False
beyonce,2024-06-24/2024-06-30,33,0,0,False
bruno mars,2024-06-24/2024-06-30,17,0,0,False
eminem,2024-06-24/2024-06-30,1,1,74,True
lady gaga,2024-06-24/2024-06-30,57,0,0,False
michael jackson,2024-06-24/2024-06-30,183,0,0,False
rihanna,2024-06-24/2024-06-30,78,0,0,False
taylor swift,2024-06-24/2024-06-30,3,0,12,False
the beatles,2024-06-24/2024-06-30,121,0,0,False
the weeknd,2024-06-24/2024-06-30,3,0,15,False
whitney houston,2024-06-24/2024-06-30,94,0,0,False
adele,2024-07-01/2024-07-07,38,0,0,False
beyonce,2024-07-01/2024-07-07,36,0,0,False
bruno mars,2024-07-01/2024-07-07,51,0,0,False
eminem,2024-07-01/2024-07-07,1,1,64,True
lady gaga,2024-07-01/2024-07-07,55,0,0,False
michael jackson,2024-07-01/2024-07-07,181,0,0,False
rihanna,2024-07-01/2024-07-07,34,0,0,False
taylor swift,2024-07-01/2024-07-07,8,0,3,False
the beatles,2024-07-01/2024-07-07,105,0,0,False
the weeknd,2024-07-01/2024-07-07,5,0,15,False
whitney houston,2024-07-01/2024-07-07,149,0,0,False
adele,2024-07-08/2024-07-14,37,0,0,False
beyonce,2024-07-08/2024-07-14,42,0,0,False
bruno mars,2024-07-08/2024-07-14,86,0,0,False
eminem,2024-07-08/2024-07-14,1,5,85,True
lady gaga,2024-07-08/2024-07-14,48,0,0,False
rihanna,2024-07-08/2024-07-14,95,0,0,False
taylor swift,2024-07-08/2024-07-14,3,0,8,False
the beatles,2024-07-08/2024-07-14,134,0,0,False
the weeknd,2024-07-08/2024-07-14,7,0,8,False
whitney houston,2024-07-08/2024-07-14,109,0,0,False
adele,2024-07-15/2024-07-21,37,0,0,False
beyonce,2024-07-15/2024-07-21,49,0,0,False
bruno mars,2024-07-15/2024-07-21,78,0,0,False
eminem,2024-07-15/2024-07-21,1,5,66,True
lady gaga,2024-07-15/2024-07-21,56,0,0,False
rihanna,2024-07-15/2024-07-21,98,0,0,False
taylor swift,2024-07-15/2024-07-21,10,0,1,False
the beatles,2024-07-15/2024-07-21,89,0,0,False
the weeknd,2024-07-15/2024-07-21,7,0,7,False
whitney houston,2024-07-15/2024-07-21,83,0,0,False
adele,2024-07-22/2024-07-28,39,0,0,False
beyonce,2024-07-22/2024-07-28,60,0,0,False
bruno mars,2024-07-22/2024-07-28,78,0,0,False
eminem,2024-07-22/2024-07-28,1,2,22,True
lady gaga,2024-07-22/2024-07-28,75,0,0,False
michael jackson,2024-07-22/2024-07-28,177,0,0,False
rihanna,2024-07-22/2024-07-28,88,0,0,False
taylor swift,2024-07-22/2024-07-28,12,0,0,False
the beatles,2024-07-22/2024-07-28,100,0,0,False
the weeknd,2024-07-22/2024-07-28,7,0,7,False
whitney houston,2024-07-22/2024-07-28,106,0,0,False
adele,2024-07-29/2024-08-04,39,0,0,False
beyonce,2024-07-29/2024-08-04,63,0,0,False
bruno mars,2024-07-29/2024-08-04,36,0,0,False
eminem,2024-07-29/2024-08-04,4,0,7,False
lady gaga,2024-07-29/2024-08-04,70,0,0,False
rihanna,2024-07-29/2024-08-04,87,0,0,False
taylor swift,2024-07-29/2024-08-04,10,0,3,False
the beatles,2024-07-29/2024-08-04,95,0,0,False
the weeknd,2024-07-29/2024-08-04,8,0,7,False
whitney houston,2024-07-29/2024-08-04,188,0,0,False
adele,2024-08-05/2024-08-11,32,0,0,False
beyonce,2024-08-05/2024-08-11,61,0,0,False
bruno mars,2024-08-05/2024-08-11,27,0,0,False
eminem,2024-08-05/2024-08-11,6,0,5,False
lady gaga,2024-08-05/2024-08-11,74,0,0,False
michael jackson,2024-08-05/2024-08-11,194,0,0,False
rihanna,2024-08-05/2024-08-11,78,0,0,False
taylor swift,2024-08-05/2024-08-11,2,0,7,False
the beatles,2024-08-05/2024-08-11,85,0,0,False
the weeknd,2024-08-05/2024-08-11,8,0,7,False
whitney houston,2024-08-05/2024-08-11,189,0,0,False
adele,2024-08-12/2024-08-18,31,0,0,False
beyonce,2024-08-12/2024-08-18,82,0,0,False
bruno mars,2024-08-12/2024-08-18,2,0,11,False
eminem,2024-08-12/2024-08-18,12,0,0,False
lady gaga,2024-08-12/2024-08-18,2,0,11,False
michael jackson,2024-08-12/2024-08-18,167,0,0,False
rihanna,2024-08-12/2024-08-18,51,0,0,False
taylor swift,2024-08-12/2024-08-18,9,0,5,False
the beatles,2024-08-12/2024-08-18,85,0,0,False
the weeknd,2024-08-12/2024-08-18,8,0,6,False
whitney houston,2024-08-12/2024-08-18,192,0,0,False
adele,2024-08-19/2024-08-25,31,0,0,False
beyonce,2024-08-19/2024-08-25,89,0,0,False
bruno mars,2024-08-19/2024-08-25,1,16,122,True
eminem,2024-08-19/2024-08-25,14,0,0,False
lady gaga,2024-08-19/2024-08-25,1,16,122,True
michael jackson,2024-08-19/2024-08-25,94,0,0,False
rihanna,2024-08-19/2024-08-25,78,0,0,False
taylor swift,2024-08-19/2024-08-25,9,0,2,False
the beatles,2024-08-19/2024-08-25,122,0,0,False
the weeknd,2024-08-19/2024-08-25,10,0,1,False
adele,2024-08-26/2024-09-01,36,0,0,False
beyonce,2024-08-26/2024-09-01,105,0,0,False
bruno mars,2024-08-26/2024-09-01,1,31,164,True
eminem,2024-08-26/2024-09-01,15,0,0,False
lady gaga,2024-08-26/2024-09-01,1,31,164,True
michael jackson,2024-08-26/2024-09-01,197,0,0,False
rihanna,2024-08-26/2024-09-01,83,0,0,False
taylor swift,2024-08-26/2024-09-01,14,0,0,False
the beatles,2024-08-26/2024-09-01,118,0,0,False
the weeknd,2024-08-26/2024-09-01,9,0,4,False
adele,2024-09-02/2024-09-08,33,0,0,False
beyonce,2024-09-02/2024-09-08,108,0,0,False
bruno mars,2024-09-02/2024-09-08,1,40,192,True
eminem,2024-09-02/2024-09-08,21,0,0,False
lady gaga,2024-09-02/2024-09-08,1,40,192,True
michael jackson,2024-09-02/2024-09-08,200,0,0,False
rihanna,2024-09-02/2024-09-08,74,0,0,False
taylor swift,2024-09-02/2024-09-08,14,0,0,False
the beatles,2024-09-02/2024-09-08,118,0,0,False
the weeknd,2024-09-02/2024-09-08,8,0,7,False
adele,2024-09-09/2024-09-15,31,0,0,False
beyonce,2024-09-09/2024-09-15,96,0,0,False
bruno mars,2024-09-09/2024-09-15,1,38,221,True
eminem,2024-09-09/2024-09-15,29,0,0,False
lady gaga,2024-09-09/2024-09-15,1,38,220,True
rihanna,2024-09-09/2024-09-15,62,0,0,False
taylor swift,2024-09-09/2024-09-15,15,0,0,False
the beatles,2024-09-09/2024-09-15,133,0,0,False
the weeknd,2024-09-09/2024-09-15,2,0,24,False
adele,2024-09-16/2024-09-22,40,0,0,False
beyonce,2024-09-16/2024-09-22,89,0,0,False
bruno mars,2024-09-16/2024-09-22,1,59,236,True
eminem,2024-09-16/2024-09-22,34,0,0,False
lady gaga,2024-09-16/2024-09-22,1,59,231,True
rihanna,2024-09-16/2024-09-22,65,0,0,False
taylor swift,2024-09-16/2024-09-22,13,0,0,False
the beatles,2024-09-16/2024-09-22,133,0,0,False
the weeknd,2024-09-16/2024-09-22,4,0,8,False
adele,2024-09-23/2024-09-29,41,0,0,False
beyonce,2024-09-23/2024-09-29,99,0,0,False
bruno mars,2024-09-23/2024-09-29,1,80,262,True
eminem,2024-09-23/2024-09-29,41,0,0,False
lady gaga,2024-09-23/2024-09-29,1,80,260,True
michael jackson,2024-09-23/2024-09-29,179,0,0,False
rihanna,2024-09-23/2024-09-29,69,0,0,False
taylor swift,2024-09-23/2024-09-29,15,0,0,False
the beatles,2024-09-23/2024-09-29,120,0,0,False
the weeknd,2024-09-23/2024-09-29,1,17,91,True
adele,2024-09-30/2024-10-06,36,0,0,False
beyonce,2024-09-30/2024-10-06,114,0,0,False
bruno mars,2024-09-30/2024-10-06,1,76,252,True
eminem,2024-09-30/2024-10-06,19,0,0,False
lady gaga,2024-09-30/2024-10-06,1,76,251,True
michael jackson,2024-09-30/2024-10-06,140,0,0,False
rihanna,2024-09-30/2024-10-06,76,0,0,False
taylor swift,2024-09-30/2024-10-06,15,0,0,False
the beatles,2024-09-30/2024-10-06,146,0,0,False
the weeknd,2024-09-30/2024-10-06,1,17,155,True
whitney houston,2024-09-30/2024-10-06,199,0,0,False
adele,2024-10-07/2024-10-13,36,0,0,False
beyonce,2024-10-07/2024-10-13,148,0,0,False
bruno mars,2024-10-07/2024-10-13,1,86,233,True
eminem,2024-10-07/2024-10-13,14,0,0,False
lady gaga,2024-10-07/2024-10-13,1,86,233,True
michael jackson,2024-10-07/2024-10-13,101,0,0,False
rihanna,2024-10-07/2024-10-13,70,0,0,False
taylor swift,2024-10-07/2024-10-13,17,0,0,False
the beatles,2024-10-07/2024-10-13,83,0,0,False
the weeknd,2024-10-07/2024-10-13,1,1,113,True
whitney houston,2024-10-07/2024-10-13,188,0,0,False
adele,2024-10-14/2024-10-20,40,0,0,False
beyonce,2024-10-14/2024-10-20,179,0,0,False
bruno mars,2024-10-14/2024-10-20,1,90,296,True
eminem,2024-10-14/2024-10-20,20,0,0,False
lady gaga,2024-10-14/2024-10-20,1,68,232,True
michael jackson,2024-10-14/2024-10-20,97,0,0,False
rihanna,2024-10-14/2024-10-20,66,0,0,False
taylor swift,2024-10-14/2024-10-20,22,0,0,False
the beatles,2024-10-14/2024-10-20,89,0,0,False
the weeknd,2024-10-14/2024-10-20,2,0,77,False
adele,2024-10-21/2024-10-27,48,0,0,False
beyonce,2024-10-21/2024-10-27,177,0,0,False
bruno mars,2024-10-21/2024-10-27,1,123,489,True
eminem,2024-10-21/2024-10-27,31,0,0,False
lady gaga,2024-10-21/2024-10-27,1,32,263,True
michael jackson,2024-10-21/2024-10-27,60,0,0,False
rihanna,2024-10-21/2024-10-27,83,0,0,False
taylor swift,2024-10-21/2024-10-27,17,0,0,False
the beatles,2024-10-21/2024-10-27,145,0,0,False
the weeknd,2024-10-21/2024-10-27,2,0,59,False
whitney houston,2024-10-21/2024-10-27,168,0,0,False
adele,2024-10-28/2024-11-03,48,0,0,False
beyonce,2024-10-28/2024-11-03,96,0,0,False
bruno mars,2024-10-28/2024-11-03,1,111,434,True
eminem,2024-10-28/2024-11-03,46,0,0,False
lady gaga,2024-10-28/2024-11-03,1,30,245,True
michael jackson,2024-10-28/2024-11-03,4,0,4,False
rihanna,2024-10-28/2024-11-03,34,0,0,False
taylor swift,2024-10-28/2024-11-03,26,0,0,False
the beatles,2024-10-28/2024-11-03,179,0,0,False
the weeknd,2024-10-28/2024-11-03,1,1,107,True
whitney houston,2024-10-28/2024-11-03,187,0,0,False
adele,2024-11-04/2024-11-10,48,0,0,False
beyonce,2024-11-04/2024-11-10,79,0,0,False
bruno mars,2024-11-04/2024-11-10,1,113,464,True
eminem,2024-11-04/2024-11-10,47,0,0,False
lady gaga,2024-11-04/2024-11-10,1,58,264,True
michael jackson,2024-11-04/2024-11-10,91,0,0,False
rihanna,2024-11-04/2024-11-10,71,0,0,False
taylor swift,2024-11-04/2024-11-10,26,0,0,False
the beatles,2024-11-04/2024-11-10,132,0,0,False
the weeknd,2024-11-04/2024-11-10,1,1,122,True
adele,2024-11-11/2024-11-17,51,0,0,False
beyonce,2024-11-11/2024-11-17,78,0,0,False
bruno mars,2024-11-11/2024-11-17,1,71,464,True
elvis presley,2024-11-11/2024-11-17,93,0,0,False
eminem,2024-11-11/2024-11-17,54,0,0,False
lady gaga,2024-11-11/2024-11-17,1,31,264,True
michael jackson,2024-11-11/2024-11-17,140,0,0,False
rihanna,2024-11-11/2024-11-17,58,0,0,False
taylor swift,2024-11-11/2024-11-17,21,0,0,False
the beatles,2024-11-11/2024-11-17,164,0,0,False
the weeknd,2024-11-11/2024-11-17,3,0,71,False
adele,2024-11-18/2024-11-24,46,0,0,False
beyonce,2024-11-18/2024-11-24,112,0,0,False
bruno mars,2024-11-18/2024-11-24,1,43,370,True
elvis presley,2024-11-18/2024-11-24,53,0,0,False
eminem,2024-11-18/2024-11-24,64,0,0,False
lady gaga,2024-11-18/2024-11-24,1,11,187,True
michael jackson,2024-11-18/2024-11-24,163,0,0,False
rihanna,2024-11-18/2024-11-24,48,0,0,False
taylor swift,2024-11-18/2024-11-24,26,0,0,False
the weeknd,2024-11-18/2024-11-24,2,0,68,False
adele,2024-11-25/2024-12-01,64,0,0,False
beyonce,2024-11-25/2024-12-01,88,0,0,False
bruno mars,2024-11-25/2024-12-01,1,35,370,True
elvis presley,2024-11-25/2024-12-01,30,0,0,False
eminem,2024-11-25/2024-12-01,54,0,0,False
lady gaga,2024-11-25/2024-12-01,1,8,166,True
michael jackson,2024-11-25/2024-12-01,196,0,0,False
rihanna,2024-11-25/2024-12-01,51,0,0,False
taylor swift,2024-11-25/2024-12-01,24,0,0,False
the beatles,2024-11-25/2024-12-01,184,0,0,False
the weeknd,2024-11-25/2024-12-01,3,0,53,False
adele,2024-12-02/2024-12-08,68,0,0,False
beyonce,2024-12-02/2024-12-08,117,0,0,False
bruno mars,2024-12-02/2024-12-08,1,36,330,True
elvis presley,2024-12-02/2024-12-08,27,0,0,False
eminem,2024-12-02/2024-12-08,55,0,0,False
lady gaga,2024-12-02/2024-12-08,1,6,150,True
rihanna,2024-12-02/2024-12-08,32,0,0,False
taylor swift,2024-12-02/2024-12-08,21,0,0,False
the weeknd,2024-12-02/2024-12-08,3,0,43,False
adele,2024-12-09/2024-12-15,73,0,0,False
beyonce,2024-12-09/2024-12-15,111,0,0,False
bruno mars,2024-12-09/2024-12-15,1,36,335,True
elvis presley,2024-12-09/2024-12-15,29,0,0,False
eminem,2024-12-09/2024-12-15,47,0,0,False
lady gaga,2024-12-09/2024-12-15,1,23,175,True
rihanna,2024-12-09/2024-12-15,16,0,0,False
taylor swift,2024-12-09/2024-12-15,26,0,0,False
the weeknd,2024-12-09/2024-12-15,4,0,46,False
adele,2024-12-16/2024-12-22,75,0,0,False
beyonce,2024-12-16/2024-12-22,198,0,0,False
bruno mars,2024-12-16/2024-12-22,1,41,323,True
elvis presley,2024-12-16/2024-12-22,20,0,0,False
eminem,2024-12-16/2024-12-22,52,0,0,False
lady gaga,2024-12-16/2024-12-22,1,22,174,True
rihanna,2024-12-16/2024-12-22,16,0,0,False
taylor swift,2024-12-16/2024-12-22,27,0,0,False
the weeknd,2024-12-16/2024-12-22,3,0,35,False
whitney houston,2024-12-16/2024-12-22,140,0,0,False
adele,2024-12-23/2024-12-29,75,0,0,False
beyonce,2024-12-23/2024-12-29,124,0,0,False
bruno mars,2024-12-23/2024-12-29,1,40,365,True
elvis presley,2024-12-23/2024-12-29,15,0,0,False
eminem,2024-12-23/2024-12-29,65,0,0,False
lady gaga,2024-12-23/2024-12-29,1,29,190,True
michael jackson,2024-12-23/2024-12-29,130,0,0,False
rihanna,2024-12-23/2024-12-29,15,0,0,False
taylor swift,2024-12-23/2024-12-29,26,0,0,False
the beatles,2024-12-23/2024-12-29,199,0,0,False
the weeknd,2024-12-23/2024-12-29,2,0,47,False
whitney houston,2024-12-23/2024-12-29,79,0,0,False
adele,2024-12-30/2025-01-05,71,0,0,False
beyonce,2024-12-30/2025-01-05,28,0,0,False
bruno mars,2024-12-30/2025-01-05,1,68,536,True
eminem,2024-12-30/2025-01-05,61,0,0,False
lady gaga,2024-12-30/2025-01-05,1,32,272,True
michael jackson,2024-12-30/2025-01-05,83,0,0,False
rihanna,2024-12-30/2025-01-05,14,0,0,False
taylor swift,2024-12-30/2025-01-05,23,0,0,False
the beatles,2024-12-30/2025-01-05,162,0,0,False
the weeknd,2024-12-30/2025-01-05,2,0,75,False
whitney houston,2024-12-30/2025-01-05,13,0,0,False
adele,2025-01-06/2025-01-12,72,0,0,False
beyonce,2025-01-06/2025-01-12,80,0,0,False
bruno mars,2025-01-06/2025-01-12,1,63,527,True
eminem,2025-01-06/2025-01-12,62,0,0,False
lady gaga,2025-01-06/2025-01-12,1,33,268,True
michael jackson,2025-01-06/2025-01-12,146,0,0,False
rihanna,2025-01-06/2025-01-12,16,0,0,False
taylor swift,2025-01-06/2025-01-12,24,0,0,False
the weeknd,2025-01-06/2025-01-12,2,0,75,False
adele,2025-01-13/2025-01-19,72,0,0,False
beyonce,2025-01-13/2025-01-19,100,0,0,False
bruno mars,2025-01-13/2025-01-19,1,37,517,True
eminem,2025-01-13/2025-01-19,71,0,0,False
lady gaga,2025-01-13/2025-01-19,1,19,268,True
michael jackson,2025-01-13/2025-01-19,114,0,0,False
rihanna,2025-01-13/2025-01-19,14,0,0,False
taylor swift,2025-01-13/2025-01-19,32,0,0,False
the weeknd,2025-01-13/2025-01-19,3,0,54,False
adele,2025-01-20/2025-01-26,65,0,0,False
beyonce,2025-01-20/2025-01-26,120,0,0,False
bruno mars,2025-01-20/2025-01-26,1,39,504,True
eminem,2025-01-20/2025-01-26,71,0,0,False
lady gaga,2025-01-20/2025-01-26,1,16,271,True
michael jackson,2025-01-20/2025-01-26,146,0,0,False
rihanna,2025-01-20/2025-01-26,11,0,0,False
taylor swift,2025-01-20/2025-01-26,31,0,0,False
the weeknd,2025-01-20/2025-01-26,5,0,56,False
adele,2025-01-27/2025-02-02,55,0,0,False
beyonce,2025-01-27/2025-02-02,129,0,0,False
bruno mars,2025-01-27/2025-02-02,1,41,508,True
eminem,2025-01-27/2025-02-02,57,0,0,False
lady gaga,2025-01-27/2025-02-02,1,20,272,True
michael jackson,2025-01-27/2025-02-02,151,0,0,False
rihanna,2025-01-27/2025-02-02,12,0,0,False
taylor swift,2025-01-27/2025-02-02,37,0,0,False
the weeknd,2025-01-27/2025-02-02,1,3,183,True
adele,2025-02-03/2025-02-09,70,0,0,False
beyonce,2025-02-03/2025-02-09,107,0,0,False
bruno mars,2025-02-03/2025-02-09,1,36,477,True
eminem,2025-02-03/2025-02-09,67,0,0,False
lady gaga,2025-02-03/2025-02-09,1,30,394,True
michael jackson,2025-02-03/2025-02-09,152,0,0,False
rihanna,2025-02-03/2025-02-09,14,0,0,False
taylor swift,2025-02-03/2025-02-09,42,0,0,False
the weeknd,2025-02-03/2025-02-09,1,4,196,True
adele,2025-02-10/2025-02-16,65,0,0,False
beyonce,2025-02-10/2025-02-16,113,0,0,False
bruno mars,2025-02-10/2025-02-16,1,12,443,True
elvis presley,2025-02-10/2025-02-16,142,0,0,False
eminem,2025-02-10/2025-02-16,70,0,0,False
lady gaga,2025-02-10/2025-02-16,1,9,346,True
michael jackson,2025-02-10/2025-02-16,127,0,0,False
rihanna,2025-02-10/2025-02-16,19,0,0,False
taylor swift,2025-02-10/2025-02-16,49,0,0,False
the weeknd,2025-02-10/2025-02-16,4,0,51,False
adele,2025-02-17/2025-02-23,85,0,0,False
beyonce,2025-02-17/2025-02-23,99,0,0,False
bruno mars,2025-02-17/2025-02-23,1,28,418,True
eminem,2025-02-17/2025-02-23,67,0,0,False
lady gaga,2025-02-17/2025-02-23,1,9,296,True
michael jackson,2025-02-17/2025-02-23,154,0,0,False
rihanna,2025-02-17/2025-02-23,22,0,0,False
taylor swift,2025-02-17/2025-02-23,50,0,0,False
the weeknd,2025-02-17/2025-02-23,8,0,16,False
adele,2025-02-24/2025-03-02,78,0,0,False
beyonce,2025-02-24/2025-03-02,87,0,0,False
bruno mars,2025-02-24/2025-03-02,1,26,383,True
eminem,2025-02-24/2025-03-02,70,0,0,False
lady gaga,2025-02-24/2025-03-02,1,9,262,True
michael jackson,2025-02-24/2025-03-02,122,0,0,False
rihanna,2025-02-24/2025-03-02,20,0,0,False
taylor swift,2025-02-24/2025-03-02,54,0,0,False
the weeknd,2025-02-24/2025-03-02,8,0,10,False
adele,2025-03-03/2025-03-09,98,0,0,False
beyonce,2025-03-03/2025-03-09,105,0,0,False
bruno mars,2025-03-03/2025-03-09,1,35,363,True
eminem,2025-03-03/2025-03-09,82,0,0,False
lady gaga,2025-03-03/2025-03-09,1,13,275,True
michael jackson,2025-03-03/2025-03-09,146,0,0,False
rihanna,2025-03-03/2025-03-09,21,0,0,False
taylor swift,2025-03-03/2025-03-09,58,0,0,False
the weeknd,2025-03-03/2025-03-09,8,0,7,False
adele,2025-03-10/2025-03-16,67,0,0,False
beyonce,2025-03-10/2025-03-16,127,0,0,False
bruno mars,2025-03-10/2025-03-16,1,20,261,True
eminem,2025-03-10/2025-03-16,66,0,0,False
lady gaga,2025-03-10/2025-03-16,1,5,175,True
michael jackson,2025-03-10/2025-03-16,159,0,0,False
rihanna,2025-03-10/2025-03-16,26,0,0,False
taylor swift,2025-03-10/2025-03-16,61,0,0,False
the weeknd,2025-03-10/2025-03-16,2,0,67,False
whitney houston,2025-03-10/2025-03-16,137,0,0,False
adele,2025-03-17/2025-03-23,68,0,0,False
beyonce,2025-03-17/2025-03-23,119,0,0,False
bruno mars,2025-03-17/2025-03-23,1,18,241,True
eminem,2025-03-17/2025-03-23,87,0,0,False
lady gaga,2025-03-17/2025-03-23,1,7,125,True
michael jackson,2025-03-17/2025-03-23,128,0,0,False
rihanna,2025-03-17/2025-03-23,49,0,0,False
taylor swift,2025-03-17/2025-03-23,59,0,0,False
the weeknd,2025-03-17/2025-03-23,2,0,80,False
whitney houston,2025-03-17/2025-03-23,162,0,0,False
adele,2025-03-24/2025-03-30,68,0,0,False
beyonce,2025-03-24/2025-03-30,131,0,0,False
bruno mars,2025-03-24/2025-03-30,1,13,228,True
eminem,2025-03-24/2025-03-30,91,0,0,False
lady gaga,2025-03-24/2025-03-30,1,7,117,True
michael jackson,2025-03-24/2025-03-30,126,0,0,False
rihanna,2025-03-24/2025-03-30,47,0,0,False
taylor swift,2025-03-24/2025-03-30,66,0,0,False
the weeknd,2025-03-24/2025-03-30,4,0,37,False
whitney houston,2025-03-24/2025-03-30,178,0,0,False
adele,2025-03-31/2025-04-06,70,0,0,False
beyonce,2025-03-31/2025-04-06,124,0,0,False
bruno mars,2025-03-31/2025-04-06,1,11,191,True
eminem,2025-03-31/2025-04-06,102,0,0,False
lady gaga,2025-03-31/2025-04-06,1,7,104,True
michael jackson,2025-03-31/2025-04-06,140,0,0,False
rihanna,2025-03-31/2025-04-06,49,0,0,False
taylor swift,2025-03-31/2025-04-06,62,0,0,False
the weeknd,2025-03-31/2025-04-06,8,0,21,False
whitney houston,2025-03-31/2025-04-06,187,0,0,False
adele,2025-04-07/2025-04-13,78,0,0,False
beyonce,2025-04-07/2025-04-13,138,0,0,False
bruno mars,2025-04-07/2025-04-13,1,7,181,True
eminem,2025-04-07/2025-04-13,106,0,0,False
lady gaga,2025-04-07/2025-04-13,1,7,100,True
michael jackson,2025-04-07/2025-04-13,165,0,0,False
rihanna,2025-04-07/2025-04-13,50,0,0,False
taylor swift,2025-04-07/2025-04-13,59,0,0,False
the weeknd,2025-04-07/2025-04-13,7,0,19,False
whitney houston,2025-04-07/2025-04-13,174,0,0,False
adele,2025-04-14/2025-04-20,108,0,0,False
beyonce,2025-04-14/2025-04-20,131,0,0,False
bruno mars,2025-04-14/2025-04-20,1,7,203,True
eminem,2025-04-14/2025-04-20,108,0,0,False
lady gaga,2025-04-14/2025-04-20,1,7,122,True
michael jackson,2025-04-14/2025-04-20,115,0,0,False
rihanna,2025-04-14/2025-04-20,53,0,0,False
taylor swift,2025-04-14/2025-04-20,57,0,0,False
the beatles,2025-04-14/2025-04-20,163,0,0,False
the weeknd,2025-04-14/2025-04-20,8,0,5,False
whitney houston,2025-04-14/2025-04-20,171,0,0,False
adele,2025-04-21/2025-04-27,105,0,0,False
beyonce,2025-04-21/2025-04-27,142,0,0,False
bruno mars,2025-04-21/2025-04-27,1,7,174,True
eminem,2025-04-21/2025-04-27,110,0,0,False
lady gaga,2025-04-21/2025-04-27,1,7,105,True
michael jackson,2025-04-21/2025-04-27,177,0,0,False
rihanna,2025-04-21/2025-04-27,54,0,0,False
